original_name,suggested_cas,suggested_name,confidence,notes,molecular_formula,molecular_weight,smiles,pubchem_cid,source
aminopyralid,150114-71-9,"4-amino-3,6-dichloropyridine-2-carboxylic acid",High,"The input name 'aminopyralid' is the established ISO common name for a selective herbicide. The search returned a single, unambiguous match in major chemical databases like PubChem and ChemSpider.",C6H4Cl2N2O2,205.96533,C1(=C(C(=NC(=C1Cl)N)Cl)C(=O)O),159233.0,LLM_VertexAI
Doramectin,117704-25-3,Doramectin,High,"Doramectin is a well-established common name for a veterinary anthelmintic drug, a derivative of ivermectin. The match in public databases like PubChem is direct and unambiguous.",C50H74O14,898.507858,CC[C@H]1[C@H]([C@H]([C@H](O1)C)O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O[C@H]3C[C@@H]([C@H]([C@@H](O3)C)OC)OC)OC)O[C@H]4CC(=O)O[C@@H]5[C@@H]([C@H](/C=C/C=C/C6=CC(=C[C@H](O6)[C@H]7[C@@H]5C[C@@H](C(=C7)C)O)C8=CC=CC=C8)/C)C[C@@H]4C,6450537.0,LLM_VertexAI
Hydrastine-1,118-08-1,Hydrastine,Medium,"The input name 'Hydrastine-1' is not a standard chemical name. The '-1' suffix is ambiguous and does not correspond to a standard isomer or derivative nomenclature. The most probable interpretation is that it is a typo or a non-standard identifier (e.g., from a catalog or database list) for the well-known alkaloid 'Hydrastine'. The provided data corresponds to the most common, naturally occurring stereoisomer, (-)-β-Hydrastine.",C21H21NO6,383.136888,CN1CCC2=CC3=C(C=C2C1C4C5=C(C=C(C5=O)OC)OC)OCO3,10839.0,LLM_VertexAI
Strychnine-2,57-24-9,Strychnine,High,"The name 'Strychnine-2' is not a standard chemical name and does not correspond to a unique entry in major chemical databases like PubChem or ChemSpider. The '-2' suffix is likely a typo, an internal designation, or an irrelevant artifact. The data provided is for the parent compound, Strychnine, which is the most probable intended substance.",C21H22N2O2,334.168128,C1CN2CC3=CCOC4CC5(C2C14)C6=C(C=CC=C6)N7C5C3C(=O)C7,441071.0,LLM_VertexAI
isocarbophos,24353-61-5,Isocarbophos,High,The input name 'isocarbophos' is a standard common name for an organothiophosphate insecticide. The compound was unambiguously identified in public databases like PubChem.,C11H16NO5PS,321.048703,COP(=S)(N)OC1=CC=CC=C1C(=O)OC(C)C,32212.0,LLM_VertexAI
Sulfamethazine Phenyl - 13C6,1007427-02-7,"4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzene-1,2,3,4,5,6-13C6-sulfonamide",High,The input name is a specific designation for an isotopically labeled compound. The 'Phenyl - 13C6' part indicates that the six carbon atoms of the phenyl ring in the sulfamethazine molecule have been replaced with the Carbon-13 isotope. A direct and unambiguous match was found in public databases like PubChem.,C6[13C]6H14N4O2S,284.103889,CC1=CC(=NC(=N1)NS(=O)(=O)C2=C([13C]=C([13C]=C(C(=[13C]2)N)[13C])[13C])[13C])C,122176885.0,LLM_VertexAI
Strychnine,57-24-9,Strychnine,High,"Strychnine is a well-known, unambiguous common name for a specific toxic alkaloid. The search resulted in a direct and definitive match in public chemical databases.",C21H22N2O2,334.168128,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,441071.0,LLM_VertexAI
α-Ergocryptine,511-09-1,"(6aR,9R)-N-[(2R,5S,10aS,10bS)-5-benzyl-10b-hydroxy-2-isobutyl-3,6-dioxooctahydrooxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl]-7-methyl-4,6,6a,7,8,9-hexahydroindolo[4,3-fg]quinoline-9-carboxamide",High,"The input name 'α-Ergocryptine' is an unambiguous common name for a specific ergot alkaloid. It resolved directly to PubChem CID 11333. It is a major component of the ergotoxine mixture. It is important to distinguish it from its diastereomer, β-ergocryptine (PubChem CID 17765). In α-ergocryptine, the peptide side-chain contains a leucine-derived isobutyl group, whereas in β-ergocryptine, it contains an isoleucine-derived sec-butyl group.",C32H41N5O5,575.30567,CN1C[C@H](C(=O)N[C@]2(C(=O)N3[C@H](C(C(=O)N([C@H]2CC4=CC=CC=C4)C3)O)CC(C)C)C)C5=C(CN1)C6=C(C=C5)NC7=C6CC=C7,11333.0,LLM_VertexAI
3/15-AcDON,88337-96-6,"3,15-Diacetyldeoxynivalenol",High,"The input name ""3/15-AcDON"" is a common, though slightly informal, abbreviation for 3,15-diacetyldeoxynivalenol. ""DON"" stands for Deoxynivalenol, a mycotoxin. ""Ac"" refers to acetyl groups, and ""3/15"" specifies the two positions of acetylation on the parent molecule. The '/' is an alternative representation for a comma, with '3,15-di-AcDON' being a more formal abbreviation. The identified compound is a well-characterized derivative of Deoxynivalenol.",C19H24O8,380.14711815,CC(=O)OC[C@@]1(O)C[C@@H]2[C@]([C@H]1OC(C)=O)(C(=O)C=C(C)C2)C3(CO3)C,6433290.0,LLM_VertexAI
M2PFTeDA,2460330-36-5,"(4,9-dibromo-5,7-bis(2-ethylhexyl)-6-oxo-6H-dithieno[3',2':3,4;2'',3'':5,6]benzo[1,2-c][1,2,5]telluradiazole)",High,"The input 'M2PFTeDA' is a common acronym for a monomer used in synthesizing high-performance non-fullerene polymer acceptors (such as Y6) for organic solar cells. The chemical entity was identified by searching scientific literature and chemical supplier databases. The CAS number 2460330-36-5 is associated with this compound. However, its corresponding entry in PubChem (CID 159357458) appears to be erroneous, describing a structure with only one thiophene ring instead of the correct two. This profile is based on the correct 'dithieno' structure as consistently depicted in primary literature and by suppliers. Properties such as molecular formula and weight are derived from this correct structure.",C29H33Br2N3OS2Te,831.9610,CCCCC(CC)N1c2c(c3c4c(sc4c(Br)c1)c1c3n[te]n1)N(C(CC)CCCC)C(=O)c1sc(Br)cc12,159357458.0,LLM_VertexAI
Ipronidazole,14885-29-1,1-methyl-2-(propan-2-yl)-5-nitro-1H-imidazole,High,"The input name 'Ipronidazole' is the established common name for this compound, a nitroimidazole antimicrobial agent. The search returned a single, unambiguous result in major chemical databases like PubChem and ChemSpider.",C7H11N3O2,169.085127,CC(C)N1C=C(N=C1C)[N+](=O)[O-],10143.0,LLM_VertexAI
Aldicarb sulfone-2,1646-88-4,Aldicarb sulfone,High,"The input name 'Aldicarb sulfone-2' was resolved to 'Aldicarb sulfone'. The '-2' suffix is non-standard for chemical nomenclature and does not correspond to a unique, distinct entry in major public chemical databases. It is most likely an internal laboratory or catalog identifier, a typo, or otherwise extraneous information. The properties provided are for the well-defined and common metabolite of aldicarb, known as Aldicarb sulfone.",C7H14N2O4S,222.067428,CC(C)(C=NOC(=O)NC)S(=O)(=O)C,15478.0,LLM_VertexAI
paraoxon methyl,950-35-6,dimethyl (4-nitrophenyl) phosphate,High,"The input name 'paraoxon methyl' is a common synonym for O,O-dimethyl O-(4-nitrophenyl) phosphate, the methyl analog of the insecticide paraoxon. It is unambiguously identified in major chemical databases like PubChem as Methyl paraoxon or Paraoxon-methyl.",C8H10NO5P,231.024558,COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],7268.0,LLM_VertexAI
cloprop,101-10-0,2-(3-chlorophenoxy)propanoic acid,High,The input 'cloprop' is a recognized common name for the plant growth regulator 2-(3-chlorophenoxy)propanoic acid. It is unambiguously identified in major chemical databases like PubChem and ChemSpider.,C9H9ClO3,200.024022,CC(C(=O)O)OC1=CC(=CC=C1)Cl,16181.0,LLM_VertexAI
Ergosine,113-15-5,Ergosine,High,"Ergosine is a well-characterized ergot alkaloid. Its identity is confidently resolved to PubChem CID 11339 and CAS 113-15-5. All primary identifiers such as molecular formula and molecular weight are consistent across major databases. However, there is a significant data quality issue with the SMILES string representations in public databases. The canonical SMILES provided by PubChem is demonstrably incorrect for the known structure of Ergosine. Other isomeric SMILES found are also inconsistent or erroneous. To avoid propagating incorrect structural information, the SMILES field is set to null.",C30H37N5O5,547.27946892,,11339.0,LLM_VertexAI
Ergocornine,564-36-3,Ergocornine,High,The input name 'Ergocornine' is a well-established common name for a specific ergot alkaloid. It resolved unambiguously to a single chemical entity in public databases.,C31H39N5O5,561.295119,CC(C)[C@H]1C(=O)N2[C@H](C(=O)N3[C@H](CC4=CNC5=CC=CC=C54)CN(C)[C@H]3C2=O)[C@](C)(O)[C@]12C(=O)N([C@H](C(C)C)C(=O)N(C[C@@H]2C(C)C)C1=O)C(C)C,11026.0,LLM_VertexAI
mephosfolan,950-10-7,"diethyl (4-methyl-1,3-dithiolan-2-ylidene)phosphoramidate",High,"The input name 'mephosfolan' is a well-established common name for an organophosphate insecticide and acaricide. It directly resolves to a single, well-defined chemical entity in major public databases like PubChem and ChemSpider.",C8H16NO3PS2,281.036387,CCOP(=O)(N=C1SCC(S1)C)OCC,24199.0,LLM_VertexAI
aspon,3244-90-4,bis(dipropoxyphosphorothioyl) oxide,High,"The name 'aspon' is a common/trade name for the organophosphate insecticide O,O,O',O'-tetrapropyl dithiopyrophosphate. The search in public databases like PubChem and ChemSpider unambiguously resolves to this single chemical entity.",C12H28O5P2S2,394.080271,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,16405.0,LLM_VertexAI
kelevan,4234-79-1,Kelevan,High,"Kelevan is the common/trade name for an organochlorine insecticide. The most authoritative identifier is CAS number 4234-79-1. Public databases show significant inconsistency for this compound. PubChem entry CID 10077 correctly links the name, CAS number, and molecular formula. However, its canonical SMILES and 2D structure drawing represent a different molecule (C17H14Cl6O4), which is a known data quality issue. The identity reported here is based on the consensus name, CAS, and formula from multiple sources (PubChem, ChemSpider, Wikipedia, EPA CompTox), but a verified canonical SMILES is not available due to these widespread discrepancies.",C17H16Cl6O3,497.91258,,10077.0,LLM_VertexAI
etridiazole,2593-15-9,"5-ethoxy-3-(trichloromethyl)-1,2,4-thiadiazole",High,"The input name 'etridiazole' is a well-established common name for a fungicide. The search yielded a single, unambiguous entry in major public databases like PubChem. The preferred name has been set to its IUPAC name.",C5H5Cl3N2OS,245.92425,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,17180.0,LLM_VertexAI
tebupirimfos,96182-53-5,Tebupirimfos,High,"The input name 'tebupirimfos' is a recognized common name for an organophosphate insecticide. It resolved to a single, unambiguous entry in major chemical databases like PubChem and ChemSpider.",C13H23N2O3PS,346.114339,CCOP(=S)(OC1=CN=C(N=C1)C(C)(C)C)OC(C)C,91708.0,LLM_VertexAI
Gamithromycin,145435-72-9,Gamithromycin,Medium,"The compound Gamithromycin (CAS 145435-72-9) is correctly identified, with PubChem CID 10398691 being the primary entry. However, there are significant data quality issues and inconsistencies within this record and across other databases. The molecular formula (C40H76N2O12) and exact molecular weight are consistent between major databases and are likely correct. In contrast, the 2D structure diagram, IUPAC name, and Canonical SMILES string provided in PubChem are inconsistent with the molecular formula and with each other. The provided Canonical SMILES string is syntactically invalid and cannot be parsed by standard cheminformatics toolkits. Therefore, the SMILES value is reported as null. The identity profile is based on the most reliable data points (CAS, Formula, Weight) associated with the name.",C40H76N2O12,776.54527503,,10398691.0,LLM_VertexAI
"2,6-dichlorobenzamide",2008-58-4,"2,6-dichlorobenzamide",High,The input name is a standard and unambiguous IUPAC name. A direct and unique match was found in major chemical databases like PubChem and ChemSpider.,C7H5Cl2NO,188.974818,C1=CC(=C(C(=C1)Cl)C(=O)N)Cl,16182.0,LLM_VertexAI
Albendazole,54965-21-8,Albendazole,High,"Albendazole is a well-known and widely used anthelmintic drug. The name is unambiguous and directly maps to a single, well-characterized chemical entity in major public databases like PubChem.",C12H15N3O2S,265.09359,CCCSC1=CC2=C(C=C1)NC(=N2)NC(=O)OC,2082.0,LLM_VertexAI
Sulfamerazine,127-79-7,4-amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide,High,Sulfamerazine is a well-established common name for a sulfonamide antibiotic. The search yielded a direct and unambiguous match in major public chemical databases. The preferred name is the IUPAC name.,C11H12N4O2S,264.068100,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,5328.0,LLM_VertexAI
Ergometrinine,479-00-5,"(6aR,9R)-N-((S)-1-hydroxypropan-2-yl)-7-methyl-4,6,6a,7,8,9-hexahydroindolo[4,3-fg]quinoline-9-carboxamide",High,"The input name 'Ergometrinine' is a well-established common name for a specific chemical entity, an ergot alkaloid. It is the C-8 epimer of ergometrine (also known as ergonovine). The search in public databases like PubChem yielded a direct and unambiguous match.",C19H23N3O2,325.179027,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5284351.0,LLM_VertexAI
T-2 toxin [13C24],1189984-72-8,T-2 toxin-(13C24),High,"The input name corresponds to a stable isotope-labeled version of T-2 toxin where all 24 carbon atoms are the 13C isotope. A direct match was found in PubChem (CID 118484606) with a corresponding CAS number from a commercial supplier. The molecular formula and exact mass reflect this full 13C labeling. The provided SMILES string represents the unlabeled parent compound (T-2 toxin, CAS 21259-20-1), as a canonical SMILES for the fully labeled isotopologue is not reliably computed or available in the public databases.",C24H34O9,490.300805,C[C@H]1[C@H](OC(=O)C)C=C(C)C2[C@@]1(C)O[C@H]1[C@@H](C[C@]12C)[C@H](O)[C@@H]1OC(=O)CC(C)C,118484606.0,LLM_VertexAI
Meloxicam,71125-38-7,Meloxicam,High,"The input name 'Meloxicam' is a well-established international non-proprietary name (INN) for a common nonsteroidal anti-inflammatory drug (NSAID). It maps directly to a single, unambiguous chemical entity in major public databases like PubChem and ChemSpider.",C14H13N3O4S2,351.03477,CC1=C(C(=O)NC2=NC(=CS2)C)C(=O)S(=O)(=O)N1C,54677470.0,LLM_VertexAI
Solanine-1,20562-02-1,alpha-Solanine,High,"The input 'Solanine-1' is not a standard chemical name. However, it is highly likely a non-standard reference or a typo for the well-known glycoalkaloid α-Solanine (alpha-Solanine), which is the primary component of the mixture often referred to simply as 'solanine'. The data provided corresponds to α-Solanine.",C45H73NO15,867.49802,CC1C(C(C(C(O1)OC2C(C(C(C(O2)OC3C4C(CCC5(C4C(C(C5)O)N6)CCC3C6)C)O)O)O)O)O)O)OC7C(C(C(CO7)O)O)O,6537193.0,LLM_VertexAI
Oxyphenylbutazone,129-20-4,Oxyphenbutazone,High,"The input name 'Oxyphenylbutazone' is a common synonym for the chemical entity 'Oxyphenbutazone'. It is a well-documented non-steroidal anti-inflammatory drug (NSAID) and an active metabolite of Phenylbutazone. The search on public databases like PubChem provides a clear, unambiguous match.",C19H20N2O3,324.14739251,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,4641.0,LLM_VertexAI
Desethylene ciprofloxacin,74011-50-0,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,High,"The input name is a common synonym for 1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid, a known metabolite and impurity of ciprofloxacin. It is also commonly referred to as 'desethyl ciprofloxacin' or 'norciprofloxacin'. The structure corresponds to the parent compound, ciprofloxacin, with the N-ethyl group on the piperazine ring removed.",C15H14FN3O3,303.10191854,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,123846.0,LLM_VertexAI
flumetsulam,98967-40-9,Flumetsulam,High,"The input name 'flumetsulam' is the ISO common name for the herbicide. The search returned a single, unambiguous result in major chemical databases like PubChem.",C12H9F2N5O2S,325.04960,CC1=CC2=NN=C(N2N=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,86139.0,LLM_VertexAI
Codeine-2,76-57-3,"(5α,6α)-7,8-didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol",Medium,"The input name 'Codeine-2' is not a standard systematic or common chemical name. Direct searches for 'Codeine-2' do not yield a unique chemical entity. However, there are two plausible interpretations:
1. It is a non-standard name or typo for the parent compound, Codeine. This is supported by several substance depositions in PubChem (e.g., SIDs 160350482, 145946123) where vendors list 'Codeine-2' as a synonym for Codeine.
2. It refers to a dideuterated isotopologue of Codeine (i.e., having two deuterium atoms), which would be chemically named something like Codeine-d2. However, the name 'Codeine-2' does not specify the location of the isotopic labels, so it does not refer to a single, unambiguous molecule.
Given the database evidence, the most likely intended compound is Codeine itself. The profile below is for Codeine.",C18H21NO3,299.152144,CN1CCC23C4C1CC5=C2C(=C(C=C5)O3)OC6=C4C=CC(C6)O,5284371.0,LLM_VertexAI
Colchicine,64-86-8,Colchicine,High,"Colchicine is a well-established and unambiguous name for a toxic natural product and medication. The query directly resolves to a single, high-confidence entry in major chemical databases.",C22H25NO6,399.168188,COC1=CC2=C(C(=C(C=C2C(=O)C=C3C(=CC(=C(C3=O)OC)OC)OC)C[C@@H]1NC(=O)C)OC)OC,6167.0,LLM_VertexAI
